name,url,inn,ogrn,registration_date,director_since,has_ceo_history,arbitr_cases_count,revenue,profit,email,website,matched,reasons
"ООО ""Грейс Лубрикантс""",https://www.rusprofile.ru/id/6688899,,,29.01.2013,с 11 ноября 2022 г.,True,12,462000000,17000000,123123@mail.ru,grace-oil.com,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Алькор Центр""",https://www.rusprofile.ru/id/7188851,,,26.03.2014,с 26 марта 2014 г.,False,4,328000000,4900000,elena@alkor-centr.ru,alkor-centr.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Комлинк""",https://www.rusprofile.ru/id/10513583,,,15.06.2016,с 15 июня 2016 г.,False,0,300000000,4400000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""РТИ""",https://www.rusprofile.ru/id/9265914,,,13.10.2014,с 13 октября 2014 г.,False,18,504000000,-2000000,a.kolesnikova@rtransinvest.ru,rtransinvest.ru,False,"['нет плашки истории руководителей', 'выручка положительная']"
"ООО ""ТДР""",https://www.rusprofile.ru/id/1207700389192,,,20.10.2020,с 20 октября 2020 г.,False,1,346000000,793000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ГСЭ""",https://www.rusprofile.ru/id/7459135,,,16.02.2015,с 16 февраля 2015 г.,False,35,671000000,-60000000,info@gse-msk.ru,gse-msk.ru,False,"['нет плашки истории руководителей', 'выручка положительная']"
"ООО ""Латона""",https://www.rusprofile.ru/id/1207700008295,,,16.01.2020,с 14 января 2026 г.,True,1,649000000,27000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Промстрелком""",https://www.rusprofile.ru/id/7629300,,,21.04.2015,с 31 октября 2017 г.,True,8,952000000,584000000,p.telegin@smp-38.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Акваполис""",https://www.rusprofile.ru/id/1217700039370,,,03.02.2021,с 20 сентября 2023 г.,True,28,2800000000,24000000,im@aquapolis.ru,www.aquapolis.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Поли-Фьюз""",https://www.rusprofile.ru/id/11647773,,,13.12.2018,с 1 апреля 2022 г.,True,7,532000000,2300000,poly-fuse@mail.ru,poly-fuse.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""ТК Треартекс""",https://www.rusprofile.ru/id/11263114,,,06.12.2017,с 6 декабря 2017 г.,False,3,449000000,44000000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Союзтрейд""",https://www.rusprofile.ru/id/11768329,,,18.04.2019,с 14 июля 2020 г.,True,4,826000000,2200000,tjkmachinery@tjk-rus.ru,tjk-rus.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Зовсак""",https://www.rusprofile.ru/id/7376488,,,22.10.2014,с 22 октября 2014 г.,False,17,949000000,59000000,iinfo@zovsak.ru,www.zovsak.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Пмджи Рус""",https://www.rusprofile.ru/id/1227700512280,,,22.08.2022,с 13 мая 2025 г.,True,7,1600000000,40000000,pmjrus@mail.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ОТС""",https://www.rusprofile.ru/id/11262963,,,06.12.2017,с 11 июля 2024 г.,True,8,1400000000,83000000,kurepinaots@yandex.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ДДП-Про""",https://www.rusprofile.ru/id/7899386,,,26.10.2015,с 1 февраля 2024 г.,True,1,541000000,4200000,ss@ddp-pro.ru,ddppro.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"АО ""Полиграф-Клуб""",https://www.rusprofile.ru/id/11559067,,,13.09.2018,с 17 октября 2022 г.,True,13,564000000,37000000,olga.b@cspm.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Амбрелла""",https://www.rusprofile.ru/id/11521776,,,02.08.2018,с 2 августа 2018 г.,False,9,921000000,5300000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Нота""",https://www.rusprofile.ru/id/1227700029094,,,26.01.2022,с 15 февраля 2024 г.,True,2,596000000,54000000,site@nota-opt.ru,nota-opt.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""ИК Автоключ""",https://www.rusprofile.ru/id/7518262,,,24.07.2014,с 23 января 2025 г.,True,0,2300000000,161000000,svetik@avtokluch.ru,avtokluch.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Расходные Материалы""",https://www.rusprofile.ru/id/1217700031449,,,29.01.2021,с 9 октября 2025 г.,True,29,488000000,7300000,rashodkam@yandex.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Глобо""",https://www.rusprofile.ru/id/6155003,,,03.08.2012,с 7 октября 2022 г.,True,0,2200000000,-626000000,globo_company@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'нет сайта или почты']"
"ООО ""Фреш Лайн""",https://www.rusprofile.ru/id/11938444,,,20.11.2019,с 15 июля 2024 г.,True,0,342000000,2200000,office@freshline.spb.ru,freshline.spb.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Альфа Гранит""",https://www.rusprofile.ru/id/1237700277792,,,13.04.2023,с 18 июля 2023 г.,True,0,349000000,165000,nev7kyfregat@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""МК-Логистик""",https://www.rusprofile.ru/id/1312244,,,21.01.2010,с 28 июня 2018 г.,True,10,313000000,27000000,alex.kapitonov@mail.ru,muehldorfer.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Гамма""",https://www.rusprofile.ru/id/1207700008669,,,16.01.2020,с 21 августа 2020 г.,True,20,1400000000,117000000,,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Веон Плюс""",https://www.rusprofile.ru/id/11202651,,,19.10.2017,с 5 декабря 2025 г.,True,9,673000000,48000000,,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
